filepaths,labels
flowers\tulip\field-tulips-18468786.jpg.npy,tulip
flowers\rose\4724951744_61877ec101_n.jpg.npy,rose
flowers\rose\2581608446_9aa340ff1c_c.jpg.npy,rose
flowers\rose\3446770760_1c8fee5f7c_c.jpg.npy,rose
flowers\rose\9304394239_3bdfb8d28b_c.jpg.npy,rose
flowers\sunflower\sunflower-field-beautiful-blue-sky-background-36829065.jpg.npy,sunflower
flowers\rose\35310497655_9c771c4df2_c.jpg.npy,rose
flowers\tulip\5699996939_12526b127e_c.jpg.npy,tulip
flowers\rose\177686067_bb8d56eeca_c.jpg.npy,rose
flowers\tulip\14222140775_2de19a4829_c.jpg.npy,tulip
flowers\sunflower\14842943893_85eb0a52bc_c.jpg.npy,sunflower
flowers\sunflower\7673145688_694fee57d0_c.jpg.npy,sunflower
flowers\daisy\2473825306_62fd5f8785_n_jpg.rf.67a4e9c30c0e7f3b519dcbf04ad5ec52.jpg.npy,daisy
flowers\tulip\02346e9ed9.jpg.npy,tulip
flowers\dandelion\4585012950_bcf6903360_c.jpg.npy,dandelion
flowers\daisy\16527403771_2391f137c4_n.jpg.npy,daisy
flowers\rose\27287844164_e638f83ff8_c.jpg.npy,rose
flowers\dandelion\3459346147_faffff51c7_n.jpg.npy,dandelion
flowers\rose\5811197471_627bf32647_c.jpg.npy,rose
flowers\dandelion\2719375651_ddf1ea086a_c.jpg.npy,dandelion
flowers\sunflower\5037531593_e2daf4c7f1.jpg.npy,sunflower
flowers\rose\6633535409_e5e4b0a30e_c.jpg.npy,rose
flowers\tulip\90a3671e2c4be4ee8839af8f28069577.jpg.npy,tulip
flowers\rose\6105809987_8f3d7a8d67_n.jpg.npy,rose
flowers\tulip\affdfa01f40f96730ae310a57a3b8ccd.jpg.npy,tulip
flowers\dandelion\34587720941_ccbbc420ec_n.jpg.npy,dandelion
flowers\dandelion\cc69d5baf1.jpg.npy,dandelion
flowers\daisy\7357072446_c21c38c863_n_jpg.rf.189bb30a751b8cfdf7ef7034a373e867.jpg.npy,daisy
flowers\dandelion\a9c8574fd9.jpg.npy,dandelion
flowers\tulip\bright-red-tulips-spring-3926836.jpg.npy,tulip
flowers\dandelion\10617162044_8740d4dd9f_n.jpg.npy,dandelion
flowers\tulip\8748266132_5298a91dcf_n.jpg.npy,tulip
flowers\rose\fedb556142.jpg.npy,rose
flowers\rose\rose_flowers_strauss_216375.jpg.npy,rose
flowers\tulip\13926327692_a07357ff0d.jpg.npy,tulip
flowers\daisy\4861391074_c3e122dab0_m.jpg.npy,daisy
flowers\dandelion\34551666432_c5b5f9684e_n.jpg.npy,dandelion
flowers\rose\26364622653_8e346c7759_c.jpg.npy,rose
flowers\rose\1848880728_c7ac78facf_c.jpg.npy,rose
flowers\dandelion\14072405098_a4ddd80024_c.jpg.npy,dandelion
flowers\dandelion\46817320365_89d1c3159f_c.jpg.npy,dandelion
flowers\sunflower\15123604714_dd034a4a3b_n.jpg.npy,sunflower
flowers\rose\27090580002_cdb0e32d61_c.jpg.npy,rose
flowers\dandelion\34601267911_00c92c9a04_n.jpg.npy,dandelion
flowers\dandelion\25823600044_9fcf9fb736_c.jpg.npy,dandelion
flowers\sunflower\14925398441_107f3e0304_n.jpg.npy,sunflower
flowers\dandelion\3730618647_5725c692c3_m.jpg.npy,dandelion
flowers\sunflower\23865751117_393e88a372_c.jpg.npy,sunflower
flowers\tulip\6c8cb181d2.jpg.npy,tulip
flowers\dandelion\8980273068_cf7e8b880a_n.jpg.npy,dandelion
flowers\daisy\34543119581_1fb7e0bd7f_n.jpg.npy,daisy
flowers\tulip\30f16080097e20d00626dd4792c61b4c.jpg.npy,tulip
flowers\dandelion\6843543098_b64d7da750_c.jpg.npy,dandelion
flowers\tulip\14039130008_f4b2807607_n.jpg.npy,tulip
flowers\tulip\8690789564_394eb04982_n.jpg.npy,tulip
flowers\tulip\8658349851_5339204321_c.jpg.npy,tulip
flowers\dandelion\3696596109_4c4419128a_m.jpg.npy,dandelion
flowers\rose\4011491214_9ed31e44da_c.jpg.npy,rose
flowers\rose\13929462317_96342a9a44.jpg.npy,rose
flowers\tulip\9444202147_405290415b_n.jpg.npy,tulip
flowers\dandelion\2263b91f4c.jpg.npy,dandelion
flowers\tulip\2490680018_3c0e64cf27_c.jpg.npy,tulip
flowers\sunflower\Helianthus-annuus-01_medium.jpg.npy,sunflower
flowers\rose\roses-605781.jpg.npy,rose
flowers\daisy\image_02255.jpg.npy,daisy
flowers\tulip\11441893003_ab83672800.jpg.npy,tulip
flowers\tulip\10400564253_1abc05a6ae_c.jpg.npy,tulip
flowers\sunflower\229263969_3bbb15d8e4_z.jpg.npy,sunflower
flowers\daisy\1140299375_3aa7024466_jpg.rf.b5104b1541bcfa3793b092ec5ddf6b37.jpg.npy,daisy
flowers\dandelion\16869585734_3f757c50d1_c.jpg.npy,dandelion
flowers\daisy\8681746439_d6beeefbf9_jpg.rf.1c45bc606412bf6f7ba0d22df5e42924.jpg.npy,daisy
flowers\sunflower\4872892690_52dc25b0b4.jpg.npy,sunflower
flowers\dandelion\17388697431_0d84c427d1_n.jpg.npy,dandelion
flowers\dandelion\33904560113_497239a68f_n.jpg.npy,dandelion
flowers\tulip\142218310_d06005030a_n.jpg.npy,tulip
flowers\tulip\13924946167_ef13f13020_c.jpg.npy,tulip
flowers\rose\15062019896_1ae9866288_c.jpg.npy,rose
flowers\dandelion\496c0f32dc.jpg.npy,dandelion
flowers\rose\2282417084_5af7e5cefe_c.jpg.npy,rose
flowers\rose\roses-1220489.jpg.npy,rose
flowers\rose\9261696767_61a4eef337_c.jpg.npy,rose
flowers\dandelion\8835963462_cc3259e1c1_c.jpg.npy,dandelion
flowers\rose\e0a03bbb29.jpg.npy,rose
flowers\tulip\fb7f5d48d5.jpg.npy,tulip
flowers\tulip\16098264209_38fe491093.jpg.npy,tulip
flowers\rose\051d9f97d2c17d33a726e2b8f0a72a05.jpg.npy,rose
flowers\rose\bouquet-pink-roses-box-crimson-spray-wood-white-wooden-table-against-shabby-wall-90930809.jpg.npy,rose
flowers\dandelion\33847542834_0ce330ac60_n.jpg.npy,dandelion
flowers\sunflower\13869537255_9046bc1a41_c.jpg.npy,sunflower
flowers\daisy\7189043225_2fe781439a_n.jpg.npy,daisy
flowers\dandelion\14185864309_0b9409e755_c.jpg.npy,dandelion
flowers\sunflower\e04e46af3e.jpg.npy,sunflower
flowers\daisy\34518066912_0e432507bc_n_jpg.rf.52a0b9c94ecff97bedaf245758740eb6.jpg.npy,daisy
flowers\tulip\3502251824_3be758edc6_m.jpg.npy,tulip
flowers\rose\27129494676_454b093094_c.jpg.npy,rose
flowers\sunflower\aa.jpg.npy,sunflower
flowers\sunflower\35609988303_7209a17975_c.jpg.npy,sunflower
flowers\rose\4267024012_295e7141a3_n.jpg.npy,rose
flowers\daisy\2889325612_f2fc403ff0_m_jpg.rf.db3545e60234162075c183cf78eaf345.jpg.npy,daisy
flowers\dandelion\10460376554_46f2efeeb4_c.jpg.npy,dandelion
flowers\tulip\red-tulips-spring-blooming-30853493.jpg.npy,tulip
flowers\rose\image_01246.jpg.npy,rose
flowers\dandelion\2229906591_e953785d13.jpg.npy,dandelion
flowers\dandelion\140582621_907efc8747_c.jpg.npy,dandelion
flowers\sunflower\image_05443.jpg.npy,sunflower
flowers\sunflower\43038998605_b9282c7f30_c.jpg.npy,sunflower
flowers\tulip\3473536701_8ddfd6efa9_c.jpg.npy,tulip
flowers\tulip\12873145295_438b8197a7_n.jpg.npy,tulip
flowers\rose\691d371795.jpg.npy,rose
flowers\dandelion\4258272381_65bd4b8191_m.jpg.npy,dandelion
flowers\tulip\3dd3a429e1467297b8bbfcd0608f7e69.jpg.npy,tulip
flowers\rose\red-rose-day1.jpg.npy,rose
flowers\rose\4644336779_acd973528c.jpg.npy,rose
flowers\dandelion\6044710875_0459796d1b_m.jpg.npy,dandelion
flowers\tulip\6165355787_551ec7130f_c.jpg.npy,tulip
flowers\rose\3276552939_8c31b22d3e.jpg.npy,rose
flowers\sunflower\14936197011_80ee872394_c.jpg.npy,sunflower
flowers\tulip\34c5efe14d.jpg.npy,tulip
flowers\tulip\14069874050_62d15f80a5_n.jpg.npy,tulip
flowers\dandelion\7243478942_30bf542a2d_m.jpg.npy,dandelion
flowers\sunflower\45629331822_4dbb84bff0_c.jpg.npy,sunflower
flowers\tulip\13527971223_17b0362848_c.jpg.npy,tulip
flowers\rose\5944327485_5ee4361555_c.jpg.npy,rose
flowers\daisy\34276373070_27ec2d2596_n_jpg.rf.2b2b67d2e21208350f4a94c4d13d9fdb.jpg.npy,daisy
flowers\tulip\d7a78adc53.jpg.npy,tulip
flowers\sunflower\2cdcfb594b.jpg.npy,sunflower
flowers\sunflower\sunflower-63758_960_720_800x.jpg.npy,sunflower
flowers\sunflower\8928614683_6c168edcfc.jpg.npy,sunflower
flowers\daisy\174131220_c853df1287.jpg.npy,daisy
flowers\daisy\754296579_30a9ae018c_n_jpg.rf.92d2dd8c605889f507a26c062c44f3a1.jpg.npy,daisy
flowers\tulip\5700560474_d50d3364b7_c.jpg.npy,tulip
flowers\daisy\image_02223.jpg.npy,daisy
flowers\tulip\5660551500_b57307ef4d_n.jpg.npy,tulip
flowers\rose\0dfd79bc4b.jpg.npy,rose
flowers\tulip\f0aacb0cbd47bb9efe9551c9124aa135.jpg.npy,tulip
flowers\tulip\13469886535_0f50f02eb9_c.jpg.npy,tulip
flowers\sunflower\9825716455_f12bcc8d4e_n.jpg.npy,sunflower
flowers\rose\gorgeous-pink-roses-bright-green-sunlit-leaves-against-blue-sky-growing-botanical-garden-gorgeous-pink-roses-sunny-161070852.jpg.npy,rose
flowers\sunflower\images50.jpg.npy,sunflower
flowers\tulip\2238626027_058c404b94.jpg.npy,tulip
flowers\dandelion\17047385027_8fd510e164_n.jpg.npy,dandelion
flowers\daisy\4851353993_2cbbbd1040_n.jpg.npy,daisy
flowers\daisy\525780443_bba812c26a_m_jpg.rf.baf82e6e92bc45e30ca9cc374cdfbd62.jpg.npy,daisy
flowers\dandelion\2693136371_dde2570813.jpg.npy,dandelion
flowers\dandelion\2683330456_0f7bbce110_m.jpg.npy,dandelion
flowers\sunflower\b8ade3c0a2.jpg.npy,sunflower
flowers\tulip\17622858052_71b447a7ed_c.jpg.npy,tulip
flowers\daisy\4413849849_b8d2f3bcf1_n.jpg.npy,daisy
flowers\rose\50b7df99fc.jpg.npy,rose
flowers\sunflower\sunflower-5246001.jpg.npy,sunflower
flowers\tulip\20733335929_0100f38c4a_n.jpg.npy,tulip
flowers\rose\image_01161.jpg.npy,rose
flowers\sunflower\6140693467_211a135b6d.jpg.npy,sunflower
flowers\dandelion\26853087365_bfb0a9b452_c.jpg.npy,dandelion
flowers\daisy\5773652803_574b51414f_n.jpg.npy,daisy
flowers\dandelion\12999098343_e9220990e4_c.jpg.npy,dandelion
flowers\tulip\4667423507_37260cbdb9_c.jpg.npy,tulip
flowers\sunflower\2771599247_089f01cf5b_c.jpg.npy,sunflower
flowers\sunflower\pexels-photo-1624076.jpg.npy,sunflower
flowers\tulip\7166606598_5d2cd307c3_n.jpg.npy,tulip
flowers\sunflower\sunflower-22297.jpg.npy,sunflower
flowers\tulip\ea0a8df730.jpg.npy,tulip
flowers\rose\6347846935_51e3dc2481_n.jpg.npy,rose
flowers\daisy\34718882165_68cdc9def9_n_jpg.rf.e0bb0e73c197194a83a6ef55b497f5fb.jpg.npy,daisy
flowers\sunflower\43046377365_7b118c4009_c.jpg.npy,sunflower
flowers\dandelion\8905907504_c7d6242cb1_c.jpg.npy,dandelion
flowers\sunflower\5501960299_43eae12f34_c.jpg.npy,sunflower
flowers\dandelion\4657801292_73bef15031.jpg.npy,dandelion
flowers\tulip\b5c5396ed7e5f378ae80bfc9e3153491.jpg.npy,tulip
flowers\rose\14750106322_a1623609f4_c.jpg.npy,rose
flowers\sunflower\838025793_d08af5a33b_c.jpg.npy,sunflower
flowers\sunflower\sunflower-14956890.jpg.npy,sunflower
flowers\daisy\4131565290_0585c4dd5a_n.jpg.npy,daisy
flowers\dandelion\9595369280_dd88b61814.jpg.npy,dandelion
flowers\sunflower\1022552002_2b93faf9e7_n.jpg.npy,sunflower
flowers\tulip\icy-red-tulips-2298959.jpg.npy,tulip
flowers\dandelion\17367866236_61abd4d243_n.jpg.npy,dandelion
flowers\daisy\5948835387_5a98d39eff_m.jpg.npy,daisy
flowers\daisy\daisy-flowers-blowing-wind-11116793.jpg.npy,daisy
flowers\tulip\0ea9155b37.jpg.npy,tulip
flowers\tulip\5738797242_2d958b7de8_c.jpg.npy,tulip
flowers\dandelion\7.jpg.npy,dandelion
flowers\daisy\33911247013_82a1acfcea_n.jpg.npy,daisy
flowers\rose\image_01216.jpg.npy,rose
flowers\daisy\b0b5da852e.jpg.npy,daisy
flowers\rose\pink-roses-beautiful-white-background-42779923.jpg.npy,rose
flowers\sunflower\8368015811_2893411cf7_n.jpg.npy,sunflower
flowers\tulip\tulips-14579225.jpg.npy,tulip
flowers\dandelion\dandelion-clock-dispersing-seed-seeds-blowing-away-wind-across-clear-blue-sky-copy-space-40245367.jpg.npy,dandelion
flowers\dandelion\32737873637_2c2d154203_c.jpg.npy,dandelion
flowers\dandelion\3393564906_f2df184b76_n.jpg.npy,dandelion
flowers\tulip\a03308e5bd.jpg.npy,tulip
flowers\daisy\19177263840_6a316ea639_jpg.rf.0416aa4d04583fa677824500b760357f.jpg.npy,daisy
flowers\sunflower\3819973057_0663551360_c.jpg.npy,sunflower
flowers\sunflower\5957007921_62333981d2_n.jpg.npy,sunflower
flowers\rose\bd815d7849.jpg.npy,rose
flowers\dandelion\7228217798_75761975b2_c.jpg.npy,dandelion
flowers\sunflower\6482016439_b0d06dac04.jpg.npy,sunflower
flowers\sunflower\7510285306_ba8f80c382_n.jpg.npy,sunflower
flowers\sunflower\6067236826_980575ee9e_c.jpg.npy,sunflower
flowers\tulip\24806304776_05b479a165_c.jpg.npy,tulip
flowers\rose\16610640669_f3a461eb45_c.jpg.npy,rose
flowers\daisy\2479956481_8d1a9699be_n_jpg.rf.a46c4077de19e70b4e0d7b64e20c6638.jpg.npy,daisy
flowers\tulip\4591203919_4f94639c9d_c.jpg.npy,tulip
flowers\dandelion\5715788902_9dd2b4ef1d.jpg.npy,dandelion
flowers\tulip\11911988443_436e8c3be1_c.jpg.npy,tulip
flowers\daisy\image_02189.jpg.npy,daisy
flowers\rose\20210799278_7fd1fd094e_c.jpg.npy,rose
flowers\rose\15999816377_4b95e0b538_n.jpg.npy,rose
flowers\sunflower\sunflower-10151185.jpg.npy,sunflower
flowers\sunflower\sunflower-background-sunflowers-186322.jpg.npy,sunflower
flowers\rose\5461415145_b0a5eb1f11_c.jpg.npy,rose
flowers\tulip\7074272363_1b038afb4f_c.jpg.npy,tulip
flowers\dandelion\7465519286_58a7af6f41_c.jpg.npy,dandelion
flowers\rose\image_01281.jpg.npy,rose
flowers\daisy\8ad420a5fe.jpg.npy,daisy
flowers\rose\rose-red-soft-green-background-55104638.jpg.npy,rose
flowers\dandelion\81521e719b4101da5c805cfd90442bc6.jpg.npy,dandelion
flowers\daisy\58e9de6f18.jpg.npy,daisy
flowers\dandelion\6994933428_307b092ce7_m.jpg.npy,dandelion
flowers\daisy\7320089276_87b544e341.jpg.npy,daisy
flowers\sunflower\sunflower-13212713.jpg.npy,sunflower
flowers\rose\3109712111_75cea2dee6.jpg.npy,rose
flowers\tulip\4548949757_1dff02a1c0_c.jpg.npy,tulip
flowers\sunflower\7530251558_baf8d2a8c9_c.jpg.npy,sunflower
flowers\daisy\2612704455_efce1c2144_m_jpg.rf.4cfba70c47a347e68c28fa0f38cfabe0.jpg.npy,daisy
flowers\sunflower\35694904224_fe65cbc37f_c.jpg.npy,sunflower
flowers\sunflower\5139971615_434ff8ed8b_n.jpg.npy,sunflower
flowers\dandelion\5721840339_9d8d0513ca_c.jpg.npy,dandelion
flowers\rose\pink-roses-white-background-flower-head-botany-isolated-image-140834300.jpg.npy,rose
flowers\rose\27402987200_3c019d9133_c.jpg.npy,rose
flowers\rose\3df73703fc.jpg.npy,rose
flowers\rose\0444a369fb.jpg.npy,rose
flowers\rose\011e42dbe83544628a546318d1a9a42f.jpg.npy,rose
flowers\tulip\8644461235_419a1fd12c_c.jpg.npy,tulip
flowers\dandelion\16929432374_e2a58f3a52_c.jpg.npy,dandelion
flowers\rose\beautiful-red-rose-bush-roses-garden-floral-background-spring-summer-autumn-outdoor-flowers-suitable-flower-greeting-card-183862175.jpg.npy,rose
flowers\dandelion\27266951479_4f53b8415d_c.jpg.npy,dandelion
flowers\sunflower\3752282087_9c9dcb0ff7_c.jpg.npy,sunflower
flowers\dandelion\9818247_e2eac18894.jpg.npy,dandelion
flowers\tulip\13539384593_23449f7332_n.jpg.npy,tulip
flowers\rose\5336551618_16d4eea9c4_n.jpg.npy,rose
flowers\daisy\western-australia-swan-river-daisy-australian-wildflower-brachyscome-iberidifolia-abundant-display-purple-flowers-93766925.jpg.npy,daisy
flowers\sunflower\30511133957_5e1e11cd35_c.jpg.npy,sunflower
flowers\sunflower\3655236791_bf23ccb3aa_c.jpg.npy,sunflower
flowers\sunflower\189649093_655dd7f59f_c.jpg.npy,sunflower
flowers\sunflower\4271193206_666ef60aa0_m.jpg.npy,sunflower
flowers\daisy\image_02256.jpg.npy,daisy
flowers\rose\valentines-day-background-pink-roses-over-wooden-table-top-view-copy-space-49752950.jpg.npy,rose
flowers\dandelion\27295009145_e62d0b1fec_c.jpg.npy,dandelion
flowers\daisy\4727955343_0bb23ac4ae_jpg.rf.a3838f88e5b85fac4d9317e9cf66dc6a.jpg.npy,daisy
flowers\sunflower\e182721f74.jpg.npy,sunflower
flowers\tulip\tulip-flower-4955903.jpg.npy,tulip
flowers\rose\30721554804_0ced30fc03_c.jpg.npy,rose
flowers\dandelion\2508743128_c05d60aeee_c.jpg.npy,dandelion
flowers\sunflower\14955545254_324cd4ee75.jpg.npy,sunflower
flowers\tulip\4667490085_ce3be9cc92_c.jpg.npy,tulip
flowers\daisy\4534460263_8e9611db3c_n.jpg.npy,daisy
flowers\tulip\5668879980_8e9f5283c5_c.jpg.npy,tulip
flowers\dandelion\2670304799_a3f2eef516_m.jpg.npy,dandelion
flowers\daisy\5997702776_c7bc37aa6b_n_jpg.rf.99ad809cf2e1c62df8391ec2830618df.jpg.npy,daisy
flowers\dandelion\image_06303.jpg.npy,dandelion
flowers\daisy\14114116486_0bb6649bc1_m_jpg.rf.35e026c587650057f4ea34f00dcc011d.jpg.npy,daisy
flowers\rose\19317665345_a5d53c2e1b_c.jpg.npy,rose
flowers\sunflower\sunflower-field-isolated-white-39419296.jpg.npy,sunflower
flowers\sunflower\4932735362_6e1017140f.jpg.npy,sunflower
flowers\sunflower\1149584904_d5f3d93740_c.jpg.npy,sunflower
flowers\daisy\4281102584_c548a69b81_m.jpg.npy,daisy
flowers\sunflower\catcher-sunflower-20845430.jpg.npy,sunflower
flowers\sunflower\20200624-115449-marion.Sunflowers20copy.jpg.npy,sunflower
flowers\dandelion\11595255065_d9550012fc.jpg.npy,dandelion
flowers\rose\2258973326_03c0145f15_n.jpg.npy,rose
flowers\tulip\457fde3d2e.jpg.npy,tulip
flowers\sunflower\5936062942_494ec952ce_c.jpg.npy,sunflower
flowers\daisy\5586977262_6b24412805_n_jpg.rf.d372e9b3ba3900475596694be8893673.jpg.npy,daisy
flowers\rose\20596941736_f2c5f496cf.jpg.npy,rose
flowers\rose\image_01207.jpg.npy,rose
flowers\tulip\18975647922_c77b0fa319_c.jpg.npy,tulip
flowers\daisy\34695914906_961f92ffcd_n.jpg.npy,daisy
flowers\tulip\7166635566_ee240b5408_n.jpg.npy,tulip
flowers\daisy\pink-daisy-flowers-9906791.jpg.npy,daisy
flowers\daisy\white-daisy-2910867.jpg.npy,daisy
flowers\sunflower\8452192435_f6df027bcd_c.jpg.npy,sunflower
flowers\sunflower\16773140189_4b9d74720d_c.jpg.npy,sunflower
flowers\sunflower\sunflower-2890435.jpg.npy,sunflower
flowers\daisy\37.jpg.npy,daisy
flowers\daisy\image_06226.jpg.npy,daisy
flowers\dandelion\14455605089_8bbfb41cd7_n.jpg.npy,dandelion
flowers\dandelion\34662996866_af256e8f10_n.jpg.npy,dandelion
flowers\dandelion\26735971837_69d3cb2d7c_c.jpg.npy,dandelion
flowers\daisy\1396526833_fb867165be_n.jpg.npy,daisy
flowers\sunflower\15043962658_dcf9dff5e9_n.jpg.npy,sunflower
flowers\dandelion\6999348112_9c5fd5d793_c.jpg.npy,dandelion
flowers\rose\26692485943_da8f61cecb_c.jpg.npy,rose
flowers\tulip\magenta-tulips-11918254.jpg.npy,tulip
flowers\rose\image_01277.jpg.npy,rose
flowers\dandelion\4548646891_271ed70a7f_c.jpg.npy,dandelion
flowers\sunflower\a7442fed30.jpg.npy,sunflower
flowers\rose\15333843782_060cef3030.jpg.npy,rose
flowers\dandelion\41908336492_275d4f8cd6_c.jpg.npy,dandelion
flowers\rose\22781303545_e35882daf5_c.jpg.npy,rose
flowers\sunflower\6146595181_39ed8e5772_c.jpg.npy,sunflower
flowers\tulip\2471738814_c1cd461424_c.jpg.npy,tulip
flowers\dandelion\dandelion-macro-perspective-9320532.jpg.npy,dandelion
flowers\dandelion\34722644565_812fcc1397_n.jpg.npy,dandelion
flowers\daisy\5884807222_22f5326ba8_m_jpg.rf.8d0e499972977dbdc756e1ccbeaa8132.jpg.npy,daisy
flowers\daisy\34275662120_7757a15d07_n_jpg.rf.c473f79cac496d1c953db77291633b20.jpg.npy,daisy
flowers\rose\5410469212_6945c99932_c.jpg.npy,rose
flowers\daisy\beautiful-pink-daisy-flower-blue-wooden-background-greeting-card-mother-womans-day-vintage-style-top-view-summer-121979212.jpg.npy,daisy
flowers\dandelion\4226758402_a1b75ce3ac_n.jpg.npy,dandelion
flowers\tulip\19062984151_199079de2d_c.jpg.npy,tulip
flowers\daisy\2590291468_2635d3e4e0_n.jpg.npy,daisy
flowers\dandelion\8209318399_ae72aefdb5.jpg.npy,dandelion
flowers\rose\8ae0cba79d.jpg.npy,rose
flowers\tulip\17224410762_402455ed8f.jpg.npy,tulip
flowers\dandelion\d8eb22b1d4.jpg.npy,dandelion
flowers\dandelion\12094442595_297494dba4_m.jpg.npy,dandelion
flowers\daisy\15.jpg.npy,daisy
flowers\rose\image_01296.jpg.npy,rose
flowers\dandelion\7465850028_cdfaae235a_n.jpg.npy,dandelion
flowers\tulip\8686332852_c6dcb2e86b.jpg.npy,tulip
flowers\rose\images3.jpg.npy,rose
flowers\dandelion\4164845062_1fd9b3f3b4.jpg.npy,dandelion
flowers\dandelion\12195652675_c27711ac52_c.jpg.npy,dandelion
flowers\sunflower\40411100_7fbe10ec0f_n.jpg.npy,sunflower
flowers\tulip\6505524429_48864ee92d_c.jpg.npy,tulip
flowers\rose\7129765393_32c9f569a7_c.jpg.npy,rose
flowers\tulip\17105644339_e301a8a6be_n.jpg.npy,tulip
flowers\tulip\8702982836_75222725d7.jpg.npy,tulip
flowers\rose\tree-purple-roses-three-black-background-65706336.jpg.npy,rose
flowers\sunflower\8202034834_ee0ee91e04_n.jpg.npy,sunflower
flowers\rose\24573581100_bbbca17a00_c.jpg.npy,rose
flowers\sunflower\5072559213_f020838516_c.jpg.npy,sunflower
flowers\tulip\13831777865_316dd20e8f_c.jpg.npy,tulip
flowers\tulip\8586205946_cda045f3f8_n.jpg.npy,tulip
flowers\sunflower\8929274876_17efc1774a_n.jpg.npy,sunflower
flowers\daisy\34288158610_6e42406193_n.jpg.npy,daisy
flowers\daisy\34693373736_9ce6d9e1c3_n_jpg.rf.b2814ec0b1778f5a1e2d129a914dd1d7.jpg.npy,daisy
flowers\dandelion\34234226791_63a2afc7ed_n.jpg.npy,dandelion
flowers\sunflower\1379256773_bb2eb0d95b_n.jpg.npy,sunflower
flowers\rose\bouquet-red-roses-2432330.jpg.npy,rose
flowers\dandelion\7cb545be81.jpg.npy,dandelion
flowers\tulip\3608900760_dea52e132a_c.jpg.npy,tulip
flowers\dandelion\f69182a6a1.jpg.npy,dandelion
flowers\rose\3621011057_0d03bd171b_n.jpg.npy,rose
flowers\tulip\12616825773_9aa4245b57_n.jpg.npy,tulip
flowers\dandelion\f1ab5f15dd.jpg.npy,dandelion
flowers\rose\15996816031_7f2fea25cb_n.jpg.npy,rose
flowers\tulip\6984778398_6253d66a89_c.jpg.npy,tulip
flowers\sunflower\hero-types-of-sunflowers-720x495.jpg.npy,sunflower
flowers\rose\85be74cbc7.jpg.npy,rose
flowers\rose\3412874275_ca78ee024d_m.jpg.npy,rose
flowers\dandelion\7196723512_8114ef93e0_c.jpg.npy,dandelion
flowers\dandelion\1c78bac63b.jpg.npy,dandelion
flowers\dandelion\4643607824_03835ee543_c.jpg.npy,dandelion
flowers\daisy\9161647994_e39b65cb9c_n.jpg.npy,daisy
flowers\daisy\14221848160_7f0a37c395_jpg.rf.fd0bd21e311bc38422de6588a891e7d1.jpg.npy,daisy
flowers\sunflower\4755705724_976621a1e7.jpg.npy,sunflower
flowers\rose\3374780364_3734f6c927_c.jpg.npy,rose
flowers\rose\beautiful-pink-rose-flower-sunny-day-garden-212863764.jpg.npy,rose
flowers\rose\3706930231_16c0568623_c.jpg.npy,rose
flowers\sunflower\child-sunflower-field-kids-sunflowers-playing-sunny-summer-day-play-little-girl-picking-sun-flowers-garden-children-114163596.jpg.npy,sunflower
flowers\dandelion\4336536446_e635f48f2e.jpg.npy,dandelion
flowers\rose\056514da6125739436d975d0f117b5a8.jpg.npy,rose
flowers\daisy\5a9863076171f5248f506170b707e4b4.jpg.npy,daisy
flowers\tulip\5519167578_aa82f22c95_c.jpg.npy,tulip
flowers\dandelion\4547751914_753e362113_c.jpg.npy,dandelion
flowers\dandelion\34605411661_4e735bd995_n.jpg.npy,dandelion
flowers\tulip\purple-tulips-purple-1-563953.jpg.npy,tulip
flowers\daisy\33879354664_615c72773d_n.jpg.npy,daisy
flowers\rose\8198454814_77db2f2a57_c.jpg.npy,rose
flowers\daisy\5608389827_a42a46f760_jpg.rf.7c0335706219453057ef8f5b5c96eb9d.jpg.npy,daisy
flowers\tulip\6038098425_b3b4fb62cc_m.jpg.npy,tulip
flowers\tulip\8772916588_0ebe7447ed_c.jpg.npy,tulip
flowers\rose\34786344271_5405a29bdc_c.jpg.npy,rose
flowers\sunflower\17148843706_df148301ac_n.jpg.npy,sunflower
flowers\rose\image_01149.jpg.npy,rose
flowers\sunflower\7510262868_cf7d6f6f25_n.jpg.npy,sunflower
flowers\daisy\34661399476_9ea7e2fd53_n.jpg.npy,daisy
flowers\dandelion\523434654_fb08998912_c.jpg.npy,dandelion
flowers\sunflower\7804213238_1d92ae5edb_m.jpg.npy,sunflower
flowers\daisy\4aecd7625f.jpg.npy,daisy
flowers\sunflower\7129745827_f7ce4f6efd_c.jpg.npy,sunflower
flowers\sunflower\778e0737d5.jpg.npy,sunflower
flowers\rose\stunning-pink-bouquet-roses-punchy-background-copy-space-floral-frame-wedding-gift-card-valentine-s-day-mother-mothers-116096125.jpg.npy,rose
flowers\tulip\378816067_93136b9623_c.jpg.npy,tulip
flowers\rose\2266710965_9cdc688071_c.jpg.npy,rose
flowers\dandelion\28109454358_5591625374_c.jpg.npy,dandelion
flowers\dandelion\f09ce362ee.jpg.npy,dandelion
flowers\daisy\16737503507_431768a927.jpg.npy,daisy
flowers\rose\image_01282.jpg.npy,rose
flowers\tulip\142235237_da662d925c.jpg.npy,tulip
flowers\daisy\8616684075_71923bb771_n.jpg.npy,daisy
flowers\tulip\e1c9a63c46.jpg.npy,tulip
flowers\tulip\8758464923_75a5ffe320_n.jpg.npy,tulip
flowers\rose\1446090416_f0cad5fde4.jpg.npy,rose
